,제목,조회수,날짜,질문,답변
278,전세사기 보증보험 이사날짜,1010,2024.06.09,"전세사기 당해서 보증보험들어논거 서류 제출(통과) 하고왔는데문제는 제가 보증금 받는 날짜기준(현재 전세집 계약완료시점)으로 행복주택 계약을 몇달전에 한상태입니다.이사날짜는 정해졌고, 계약금도 치룬상태인데문제는 지금 전세 사기 피해자가 많아서 제가 신청(제출) 한 제 담당자와 연락 및 언제 처리가 되는지 상담원도2~3개월 걸린거라고 잘모른다고만 합니다. 이게 행복주택 이사날짜는 다 정해진 상태여서 전입신고가 문제인데 이사후 2주이내 진입신고를 해야하잖아요.전입신고를해버리면 지금 보중보험으로 받아야하는 제 보증금 반환에 문제가 있을 수 있다고 합니다.(대항력을 잃고), 점유권 박탈등의 이유로 그렇다면 지금 제 상황에서는 어떻게 해야하나요? 전입신고를 하되, 실 거주는 보증금 받을때까지 현 전세집에서 거주를 하면 문제가 없는건가요?아니면 전입신고를 보증금 반환전까지 늦출수있는건가요?? 도와주세요 ㅠㅠ",임차권등기명령신청하셨다면 이사가셔도 됩니다만약 하지 않았다면 하시고 난 후 등기명령신청이 되었다는 서류가송달되면 이사가시면 되구요
279,전세사기 보증보험 이사날짜,1010,2024.06.09,"전세사기 당해서 보증보험들어논거 서류 제출(통과) 하고왔는데문제는 제가 보증금 받는 날짜기준(현재 전세집 계약완료시점)으로 행복주택 계약을 몇달전에 한상태입니다.이사날짜는 정해졌고, 계약금도 치룬상태인데문제는 지금 전세 사기 피해자가 많아서 제가 신청(제출) 한 제 담당자와 연락 및 언제 처리가 되는지 상담원도2~3개월 걸린거라고 잘모른다고만 합니다. 이게 행복주택 이사날짜는 다 정해진 상태여서 전입신고가 문제인데 이사후 2주이내 진입신고를 해야하잖아요.전입신고를해버리면 지금 보중보험으로 받아야하는 제 보증금 반환에 문제가 있을 수 있다고 합니다.(대항력을 잃고), 점유권 박탈등의 이유로 그렇다면 지금 제 상황에서는 어떻게 해야하나요? 전입신고를 하되, 실 거주는 보증금 받을때까지 현 전세집에서 거주를 하면 문제가 없는건가요?아니면 전입신고를 보증금 반환전까지 늦출수있는건가요?? 도와주세요 ㅠㅠ","최근 전세보증금 미반환 사건과 전세사기 사건이 기승을 부리고 있어 세입자들의 근심이 커지고 있는 상황입니다. 전세보증보험을 가입하였다고 하더라도, 석연치 않은 이유들로 보증이행을 하지 않는 경우가 허다합니다. 보증보험회사의 입장에서도 세입자에게 보증채무를 이행한 뒤 집주인에게 구상권을 행사하여 보증금을 회수해야 하는데, 집주인으로부터 보증금회수가 불가능할 경우 이는 고스란히 보증보험회사의 손해로 귀속되기 때문입니다. 이 경우 보증금반환에 대한 부담은 고스란히 세입자가 부담하게 됩니다.전세보증보험에 가입한 세입자들의 입장에서는 전세보증보험금을 받아 문제를 해결하는 것이 손해를 줄이는 가장 확실한 방법이고, 이것은 전세보증보험제도가 운영되는 목적이기도 합니다. 전세보증보험 이행청구를 할 때부터 전세보증보험회사가 지급거절을 하지 못하도록 철저한 준비가 필요합니다. 이를 위해 전세보증보험 이행청구 성공에 필요한 절차와 서류들을 숙지하실 필요가 있습니다. 아울러 전세보증보험회사가 부당한 방식으로 지급거절을 한다면 계약과 법률이 규정한 권리를 적극적으로 활용해 단호한 법적조치를 취하는 것도 필요합니다. 전세보증금반환이 미뤄지면 질수록 세입자는 큰 손해를 보게 됩니다. 손해를 최소화하기 위해서는 상황에 맞는 법적조치를 진행해야 하는데, 이를 위해서는 관련분야에 성공 노하우를 보유한 부동산 전문 변호사의 도움을 받으시는 것이 바람직합니다. 전세보증보험 이행청구 절차와 지급거절시 대응방법에 관해서는 아래 글을 참고하시면 도움이 되실 것입니다."
280,전세사기 변호사님 답변에 관한 입니다.,35,2024.09.13,"제가 이전에 전세사기 경매 질문을 올렸는데요,경매로 집 판매> 이후 남은 금액은 법으로도 이게 청구가 안되어서 지금 전세사기 말이 나오는건지 궁금합니다.->변호사님 답변청구가 당연히 가능합니다.청구해도 다른 재산이 없으니 문제됩니다.​​​이렇게 답변이 왔습니다.그렇다면 재산이 없으면 법적으로 땅땅해도 피해자는 한푼도 못받는건가요?그럼....법이....왜 있죠?!","금리인상 등으로 최근 전세집이 경매나 압류에 넘어가는 사례가 급증하고 있습니다. 전세집이 경매에 넘어간 경우 먼저 권리분석을 진행해 경매 배당절차에서 보증금 전액을 회수할 수 있는지를 따져보아야 합니다. 대항력있는 선순위 임차인이라면 낙찰자에게 보증금반환을 요구할 수 있기 때문에 상대적으로 안전한 편이지만, 최근 부동산 가격 하락으로 경매가 계속해서 유찰되는 현상이 나타나고 있습니다. HUG 등 전세보증보험을 가입하였다고 하더라도, 석연치 않은 이유들로 보증이행을 하지 않는 경우가 허다합니다. 보증보험회사의 입장에서도 세입자에게 보증채무를 이행한 뒤 집주인에게 구상권을 행사하여 보증금을 회수해야 하는데, 집주인으로부터 보증금회수가 불가능할 경우 이는 고스란히 보증보험회사의 손해로 귀속되기 때문입니다. 이 경우 보증금반환에 대한 부담은 고스란히 세입자가 부담하게 됩니다. 경매 배당 절차에서 보증금을 반환받지 못할 것이 확실한 경우에는 집주인을 상대로 보증금반환청구소송을 진행하신 후 신속하게 판결문을 확보해 집주인의 다른 재산에 강제집행절차를 진행하셔야 합니다. 경매 절차는 복잡한 편이고 진행과정에서 여러 변수가 많기 때문에, 보다 정확한 상담을 원하시면 관련자료를 지참해 전문 변호사와 상담을 진행해보시는 것이 좋습니다.전세집이 경매에 넘어가는 현상은 전세사기와 밀접한 관련이 있습니다. 깡통전세는 전형적인 전세사기 유형 중 하나입니다. 최근 세입자들의 소중한 보증금을 떼어먹는 전세사기가 기승을 부리고 있어 세입자들의 각별한 주의가 필요한 상황입니다. 하지만 사기꾼들의 수법이 워낙 교묘하기 때문에 조심을 한다고 하더라도 눈 뜨고 코베이는 식으로 전세사기를 당하기 십상입니다. 전세사기에 대처하는 방법으로는 (1) 형사고소, (2) 보증금반환청구소송, (3) 채권추심/강제집행이 있습니다. 이 세 가지 절차가 유기적으로 진행되어야 전세사기 사건에서 피해를 회복할 수 있습니다.최근 유행하는 갭투자 전세사기는 결국 갭투자 사기꾼이 남겨놓은 재산을 피해자들끼리 나눠먹기를 하는 형국으로 귀결되는 경우가 많습니다. 따라서 신속한 법적 조치를 취한 쪽이 그렇지 않은 쪽보다 유리할 수밖에 없습니다. 전세사기는 수년동안 그 형태가 진화해왔고, 그 수법이 사안마다 다르기 때문에 사안에 맞는 적절한 해결책을 찾기를 원하신다면 관련 자료를 지참해 전문 변호사와 상담을 진행해보시는 것이 좋습니다.참고하실만한 글을 소개해드립니다. 전세집이 경매에 넘어간 경우 대응방법, 부동산 전세사기 대응방법에 관해서는 아래 글을 참고하시면 도움이 되실 것입니다."
281,전세사기 주인놈 찾아가서 독촉해도 되나요?,117,2024.08.26,"깡통전세, 전세사기 집주인 놈 찾아가서  반환 독촉을 해도 될까요..??건달들이 모여 건설사업하는 놈들인데, 명의를본인의 부인으로 올려놓은 상태입니다.주민센터에서 주소는 득한  상황인데찾아가서 돈달라고 해도 될련지요...?이놈의 나라는 피의자가 더 득보는 세상이니또 저를 고소고발할수 있으니 말입니다..참담하네요.. 좋은 집, 좋은 차, 호화생활하는 그 양아치들..자.0살하고 싶습니다.","안녕하세요. 서울지방변호사회 소속으로 지식iN 법률상담을 진행하고 있는 박영재 변호사입니다.전세사기 피해 상황, 정말 안타깝습니다. 깡통전세 사기는 피해자에게 막대한 경제적 손실을 가져다주고, 심리적으로도 큰 고통을 안겨줍니다.하지만 직접 찾아가 돈을 요구하는 것은 매우 위험한 행동입니다.직접 찾아가는 것이 위험한 이유물리적 충돌 가능성: 건달 출신이라는 집주인의 특성상, 폭력적인 상황으로 번질 수 있습니다.법적 문제 발생: 오히려 당신이 불법 행위로 고소당할 수 있습니다.증거 확보의 어려움: 직접 찾아가는 과정에서 증거를 확보하기 어렵고, 오히려 불리한 상황에 처할 수 있습니다.시간 낭비: 법적 절차를 통해 문제를 해결하는 것보다 시간과 노력을 더 많이 소모할 수 있습니다.대처 방법경찰에 신고:전세사기 피해 사실을 정확하게 신고하고, 수사를 의뢰합니다.증거자료를 최대한 확보하여 제출합니다. (계약서, 통화내용 녹음 등)법률 상담:변호사와 상담하여 법적 절차에 대해 자세히 알아봅니다.소송을 진행하거나, 가압류 등의 조치를 취할 수 있습니다.주거지 지원:지자체나 주거복지센터에 문의하여 임시 주거 지원을 받을 수 있습니다.금융기관 도움:은행에 연락하여 대출 상환 유예 등의 금융 지원을 받을 수 있습니다.법적 절차가 중요한 이유객관적인 증거 확보: 법적 절차를 통해 객관적인 증거를 확보하고, 피해를 입증할 수 있습니다.전문가의 도움: 변호사의 도움을 받아 복잡한 법적 절차를 진행할 수 있습니다.효과적인 문제 해결: 법적 조치를 통해 피해를 회복하고, 가해자에게 책임을 물을 수 있습니다.혼자 해결하려 하지 마세요. 전문가의 도움을 받아 체계적으로 문제를 해결하는 것이 중요합니다.""We Believe in JUSTICE""창세는 법이 공평하다고 믿습니다.전관예우, 돈 많은 사람이 이긴다는 편견에 맞서 싸우겠습니다.""법무법인 창세 상담 대표전화 1566 - 6107""https://changselaw.com/"
282,전세사기 대응 어떻게해야할까요?,108,2024.08.12,"2018년 부동산 통해 빌라를 전세로 들어갔습니다.보증보험은 미가입이구요.2회, 3회갱신 암묵적갱신 갱신당시 임대인과 연락이 잘되었습니다.그리고 2024년 2월 임대인이 아프다고 연락 받았습니다.그후 연락이 잘 안되었는데요.5월부터 연락두절로 인해 문자로 재계약안하겠다는 의사 표현전달을 하였습니다. 그치만 답이안옴. 이때부터 내용증명 보내고 초본발급후 실거주하는 곳으로 내용증명 발송중 입니다.내용증명은 3회보낼 예정이구요.(등기부등본 거주집은 깨끗함)앞으로 어떻게 대응을 해야할지 정확하게 모르겠어서 지식인에 올립니다.법무사에서는 계약만료후 소송진행하라고하는데 유튜브나 네이버찾아보면 여러 방법이 있더군요.그래서 저는 내용증명 3회차 보내고 공시송달진행하려고합니다.공시송달 후 계약이 만료되지 않은시점에서 임차권등기명령을 진행하고 소송하는 진행하는건가요?아니면 간략하게 진행 방향을 설명해주실수있을까요?","안녕하세요. 서울지방변호사회 소속으로 지식iN 법률상담을 진행하고 있는 박영재 변호사입니다.대응 방향1 내용증명 발송 임대인에게 계약 종료 의사를 전달하고 재계약을 거절했음을 명시합니다 3회 내용증명 발송 후 공시송달 진행을 고려합니다2 공시송달 내용증명 발송 후 임대인으로부터 답변이 없을 경우 공시송달을 신청합니다 이를 통해 임대인에게 법적 절차가 진행되고 있음을 알립니다3 임차권 등기 명령 계약 만료 시점에 임대인과 연락이 끊긴 상태라면 임차권 등기 명령을 신청할 수 있습니다 이를 통해 임차권을 보호하고 합법적인 거주권을 확보합니다4 소송 임차권 등기 명령을 확보한 후에도 임대인이 퇴거를 요구하거나 방해할 경우 소송을 제기하여 임차권을 방어할 수 있습니다참고 사항 법무사의 조언을 구하여 구체적인 절차와 시기에 대해 확인하는 것이 중요합니다 임대인의 상황을 고려하여 합리적이고 현실적인 접근 방식을 취하는 것이 좋습니다 법적 절차는 복잡하고 시간이 많이 걸릴 수 있으므로 인내심을 갖고 신중히 대응하는 것이 중요합니다""We Believe in JUSTICE""창세는 법이 공평하다고 믿습니다.전관예우, 돈 많은 사람이 이긴다는 편견에 맞서 싸우겠습니다.""창세 법률사무소 상담 대표전화 1566 - 6107"""
283,전세사기 대응 어떻게해야할까요?,108,2024.08.12,"2018년 부동산 통해 빌라를 전세로 들어갔습니다.보증보험은 미가입이구요.2회, 3회갱신 암묵적갱신 갱신당시 임대인과 연락이 잘되었습니다.그리고 2024년 2월 임대인이 아프다고 연락 받았습니다.그후 연락이 잘 안되었는데요.5월부터 연락두절로 인해 문자로 재계약안하겠다는 의사 표현전달을 하였습니다. 그치만 답이안옴. 이때부터 내용증명 보내고 초본발급후 실거주하는 곳으로 내용증명 발송중 입니다.내용증명은 3회보낼 예정이구요.(등기부등본 거주집은 깨끗함)앞으로 어떻게 대응을 해야할지 정확하게 모르겠어서 지식인에 올립니다.법무사에서는 계약만료후 소송진행하라고하는데 유튜브나 네이버찾아보면 여러 방법이 있더군요.그래서 저는 내용증명 3회차 보내고 공시송달진행하려고합니다.공시송달 후 계약이 만료되지 않은시점에서 임차권등기명령을 진행하고 소송하는 진행하는건가요?아니면 간략하게 진행 방향을 설명해주실수있을까요?","2018년 부동산 통해 빌라를 전세로 들어갔습니다.보증보험은 미가입이구요.2회, 3회갱신 암묵적갱신 갱신당시 임대인과 연락이 잘되었습니다.그리고 2024년 2월 임대인이 아프다고 연락 받았습니다.그후 연락이 잘 안되었는데요.5월부터 연락두절로 인해 문자로 재계약안하겠다는 의사 표현전달을 하였습니다. 그치만 답이안옴. 이때부터 내용증명 보내고 초본발급후 실거주하는 곳으로 내용증명 발송중 입니다.내용증명은 3회보낼 예정이구요.(등기부등본 거주집은 깨끗함)앞으로 어떻게 대응을 해야할지 정확하게 모르겠어서 지식인에 올립니다.법무사에서는 계약만료후 소송진행하라고하는데 유튜브나 네이버찾아보면 여러 방법이 있더군요.그래서 저는 내용증명 3회차 보내고 공시송달진행하려고합니다.공시송달 후 계약이 만료되지 않은시점에서 임차권등기명령을 진행하고 소송하는 진행하는건가요?아니면 간략하게 진행 방향을 설명해주실수있을까요?답변이 도움되셨으면 좋겠습니당임차인 명의로 등기부등본 확인 후 법률 전문가 상담."
284,전세사기 대응 어떻게해야할까요?,108,2024.08.12,"2018년 부동산 통해 빌라를 전세로 들어갔습니다.보증보험은 미가입이구요.2회, 3회갱신 암묵적갱신 갱신당시 임대인과 연락이 잘되었습니다.그리고 2024년 2월 임대인이 아프다고 연락 받았습니다.그후 연락이 잘 안되었는데요.5월부터 연락두절로 인해 문자로 재계약안하겠다는 의사 표현전달을 하였습니다. 그치만 답이안옴. 이때부터 내용증명 보내고 초본발급후 실거주하는 곳으로 내용증명 발송중 입니다.내용증명은 3회보낼 예정이구요.(등기부등본 거주집은 깨끗함)앞으로 어떻게 대응을 해야할지 정확하게 모르겠어서 지식인에 올립니다.법무사에서는 계약만료후 소송진행하라고하는데 유튜브나 네이버찾아보면 여러 방법이 있더군요.그래서 저는 내용증명 3회차 보내고 공시송달진행하려고합니다.공시송달 후 계약이 만료되지 않은시점에서 임차권등기명령을 진행하고 소송하는 진행하는건가요?아니면 간략하게 진행 방향을 설명해주실수있을까요?","최근 세입자들의 소중한 보증금을 떼어먹는 전세사기가 기승을 부리고 있어 세입자들의 각별한 주의가 필요한 상황입니다. 하지만 사기꾼들의 수법이 워낙 교묘하기 때문에 조심을 한다고 하더라도 눈 뜨고 코베이는 식으로 전세사기를 당하기 십상입니다. 전세사기는 수년간 그 수법이 진화되어 왔습니다. 전세사기에 대처하는 방법으로는 (1) 형사고소, (2) 보증금반환청구소송, (3) 채권추심/강제집행이 있습니다. 이 세 가지 절차가 유기적으로 진행되어야 전세사기 사건에서 피해를 회복할 수 있습니다. 공인중개사가 전세사기에 적극 가담했다면 (4) 공인중개사 및 중개사협회에 대한 손해배상청구도 생각해볼 수 있습니다. 전세보증보험을 가입하였다고 하더라도, 석연치 않은 이유들로 보증이행을 하지 않는 경우가 허다합니다. 보증보험회사의 입장에서도 세입자에게 보증채무를 이행한 뒤 집주인에게 구상권을 행사하여 보증금을 회수해야 하는데, 집주인으로부터 보증금회수가 불가능할 경우 이는 고스란히 보증보험회사의 손해로 귀속되기 때문입니다. 이 경우 보증금반환에 대한 부담은 고스란히 세입자가 부담하게 됩니다.최근 유행하는 갭투자 전세사기는 결국 갭투자 사기꾼이 남겨놓은 재산을 피해자들끼리 나눠먹기를 하는 형국으로 귀결되는 경우가 많습니다. 따라서 신속한 법적 조치를 취한 쪽이 그렇지 않은 쪽보다 유리할 수밖에 없습니다. 전세사기는 수년동안 그 형태가 진화해왔고, 그 수법이 사안마다 다르기 때문에 사안에 맞는 적절한 해결책을 찾기를 원하신다면 관련 자료를 지참해 전문 변호사와 상담을 진행해보시는 것이 좋습니다. 참고하실만한 글을 소개해드립니다. 부동산 전세사기 대응방법에 관해서는 아래 글을 참고하시면 도움이 되실 것입니다."
285,"전세사기피해 관련 (경매, 절차 등)",85,2024.09.19,"안녕하세요.전세사기피해를 당한 사람입니다.현재 상황을 설명드리면,1. 전세금 2.9억, 오피스텔 (2룸), 법인 물건 (전세 계약 당시 매매가 3억 수준)2. 전세사기피해 2주 이내 인정 예상3. 후순위 채무자 측에서 강제경매집행 실시4. 확정일자 및 전입신고로 배당신청 서류 완료 (경매 진행 시작x)질문 사항.1. 경매가 진행될 경우, 현재 매매가(2.7억) 을 고려하였을 때, 계속 유찰이 예상됩니다. 몇번의 유찰이 될지는모르겠으나, 가격이 최소로 떨어졌을 때, 제가 전세사기피해자로 우선매수권을 사용하여 매수하려고 합니다.다만 너무 고민이 되는 것은 물건이 4-5차례 유찰되어5천 이하로 떨어진다 하여도, 손실이 큰것으로 보입니다.만약 제가 구매하지 않고, 계속되는 유찰에 법원에서 실효성이 없다 판단되어 경매를 중단할 경우,어떻게 되는걸까요? 다시 원점으로 가서, 다시 경매를 신청해야 하는건지..2. 만약 1번의 경우, 현 전세금 (2.9억)으로 집주인과 협의하여 매매로 전환시키고 싶은데경매가 진행된 상태에서는 불가능한 것으로 알고 있습니다.경매가 끝나고, 매매로 전환 시 필요 조건이 무엇이있을까요?3. 경매에 매수를 하러 들어가지 않을 경우, 계속해서 그냥 물린 상태로 있어야 하나요..? 만약 임대인(법인)의 회사가파산 신청을 할 경우에 어떻게 되는 걸까요?내공 팍팍 드립니다..도움 부탁드립니다..","1.최대한 가격이 낮아진 상태에서 입찰을 하는 것이 필요합니다. 계속 진행하다가 신청채권자에게 무잉여 상태가 되면 신청채권자에게 매수통지서를 법원이 보냅니다.2. 임대인과 협의 매수는 위험한 거래입니다. 다른 채권자에 의해 사해행위취소소송의 대상이 될 수 있어요.3. 그렇죠, 계속 진행됩니다. 법인파산의 경우 별도의 대책이 필요합니다.구채적인 절차 진행이나 추가적인 질문은 pck2026@naver.com, 010-8253-7578로 연락해 주세요."
286,"전세사기피해 관련 (경매, 절차 등)",85,2024.09.19,"안녕하세요.전세사기피해를 당한 사람입니다.현재 상황을 설명드리면,1. 전세금 2.9억, 오피스텔 (2룸), 법인 물건 (전세 계약 당시 매매가 3억 수준)2. 전세사기피해 2주 이내 인정 예상3. 후순위 채무자 측에서 강제경매집행 실시4. 확정일자 및 전입신고로 배당신청 서류 완료 (경매 진행 시작x)질문 사항.1. 경매가 진행될 경우, 현재 매매가(2.7억) 을 고려하였을 때, 계속 유찰이 예상됩니다. 몇번의 유찰이 될지는모르겠으나, 가격이 최소로 떨어졌을 때, 제가 전세사기피해자로 우선매수권을 사용하여 매수하려고 합니다.다만 너무 고민이 되는 것은 물건이 4-5차례 유찰되어5천 이하로 떨어진다 하여도, 손실이 큰것으로 보입니다.만약 제가 구매하지 않고, 계속되는 유찰에 법원에서 실효성이 없다 판단되어 경매를 중단할 경우,어떻게 되는걸까요? 다시 원점으로 가서, 다시 경매를 신청해야 하는건지..2. 만약 1번의 경우, 현 전세금 (2.9억)으로 집주인과 협의하여 매매로 전환시키고 싶은데경매가 진행된 상태에서는 불가능한 것으로 알고 있습니다.경매가 끝나고, 매매로 전환 시 필요 조건이 무엇이있을까요?3. 경매에 매수를 하러 들어가지 않을 경우, 계속해서 그냥 물린 상태로 있어야 하나요..? 만약 임대인(법인)의 회사가파산 신청을 할 경우에 어떻게 되는 걸까요?내공 팍팍 드립니다..도움 부탁드립니다..",
287,"전세사기피해 관련 (경매, 절차 등)",85,2024.09.19,"안녕하세요.전세사기피해를 당한 사람입니다.현재 상황을 설명드리면,1. 전세금 2.9억, 오피스텔 (2룸), 법인 물건 (전세 계약 당시 매매가 3억 수준)2. 전세사기피해 2주 이내 인정 예상3. 후순위 채무자 측에서 강제경매집행 실시4. 확정일자 및 전입신고로 배당신청 서류 완료 (경매 진행 시작x)질문 사항.1. 경매가 진행될 경우, 현재 매매가(2.7억) 을 고려하였을 때, 계속 유찰이 예상됩니다. 몇번의 유찰이 될지는모르겠으나, 가격이 최소로 떨어졌을 때, 제가 전세사기피해자로 우선매수권을 사용하여 매수하려고 합니다.다만 너무 고민이 되는 것은 물건이 4-5차례 유찰되어5천 이하로 떨어진다 하여도, 손실이 큰것으로 보입니다.만약 제가 구매하지 않고, 계속되는 유찰에 법원에서 실효성이 없다 판단되어 경매를 중단할 경우,어떻게 되는걸까요? 다시 원점으로 가서, 다시 경매를 신청해야 하는건지..2. 만약 1번의 경우, 현 전세금 (2.9억)으로 집주인과 협의하여 매매로 전환시키고 싶은데경매가 진행된 상태에서는 불가능한 것으로 알고 있습니다.경매가 끝나고, 매매로 전환 시 필요 조건이 무엇이있을까요?3. 경매에 매수를 하러 들어가지 않을 경우, 계속해서 그냥 물린 상태로 있어야 하나요..? 만약 임대인(법인)의 회사가파산 신청을 할 경우에 어떻게 되는 걸까요?내공 팍팍 드립니다..도움 부탁드립니다..","최근 세입자들의 소중한 보증금을 떼어먹는 전세사기가 기승을 부리고 있어 세입자들의 각별한 주의가 필요한 상황입니다. 하지만 사기꾼들의 수법이 워낙 교묘하기 때문에 조심을 한다고 하더라도 눈 뜨고 코베이는 식으로 전세사기를 당하기 십상입니다. 전세사기는 수년간 그 수법이 진화되어 왔습니다. 전세사기에 대처하는 방법으로는 (1) 형사고소, (2) 보증금반환청구소송, (3) 채권추심/강제집행이 있습니다. 이 세 가지 절차가 유기적으로 진행되어야 전세사기 사건에서 피해를 회복할 수 있습니다. 공인중개사가 전세사기에 적극 가담했다면 (4) 공인중개사 및 중개사협회에 대한 손해배상청구도 생각해볼 수 있습니다. 전세보증보험을 가입하였다고 하더라도, 석연치 않은 이유들로 보증이행을 하지 않는 경우가 허다합니다. 보증보험회사의 입장에서도 세입자에게 보증채무를 이행한 뒤 집주인에게 구상권을 행사하여 보증금을 회수해야 하는데, 집주인으로부터 보증금회수가 불가능할 경우 이는 고스란히 보증보험회사의 손해로 귀속되기 때문입니다. 이 경우 보증금반환에 대한 부담은 고스란히 세입자가 부담하게 됩니다.최근 유행하는 갭투자 전세사기는 결국 갭투자 사기꾼이 남겨놓은 재산을 피해자들끼리 나눠먹기를 하는 형국으로 귀결되는 경우가 많습니다. 따라서 신속한 법적 조치를 취한 쪽이 그렇지 않은 쪽보다 유리할 수밖에 없습니다. 전세사기는 수년동안 그 형태가 진화해왔고, 그 수법이 사안마다 다르기 때문에 사안에 맞는 적절한 해결책을 찾기를 원하신다면 관련 자료를 지참해 전문 변호사와 상담을 진행해보시는 것이 좋습니다. 참고하실만한 글을 소개해드립니다. 부동산 전세사기 대응방법에 관해서는 아래 글을 참고하시면 도움이 되실 것입니다."
288,전세사기 특별법 재신청,493,2024.07.15,현재 전세반환소송 끝나고 경매 넘긴상태입니다 전세사기특별법 피해자 신청하려고하는데4번때문에 기각될 가능성이 높아보여서요지금 일단 신청해두고 추후에 사람들 모아서 형사소송 할 예정인데지금 기각되더라도 나중에 형사소송 자료를 모아서 다시 신청할 수 있나요??이의신청 말고 완전 다시 신청이요,안녕하세요. 로시컴-네이버 지식iN 상담변호사 임선준 입니다.
289,전세사기 특별법 재신청,493,2024.07.15,현재 전세반환소송 끝나고 경매 넘긴상태입니다 전세사기특별법 피해자 신청하려고하는데4번때문에 기각될 가능성이 높아보여서요지금 일단 신청해두고 추후에 사람들 모아서 형사소송 할 예정인데지금 기각되더라도 나중에 형사소송 자료를 모아서 다시 신청할 수 있나요??이의신청 말고 완전 다시 신청이요,현재 전세반환소송 끝나고 경매 넘긴상태입니다전세사기특별법 피해자 신청하려고하는데4번때문에 기각될 가능성이 높아보여서요지금 일단 신청해두고 추후에 사람들 모아서 형사소송 할 예정인데지금 기각되더라도 나중에 다시 신청할 수 있나요??이의신청 말고 완전 다시 신청이요제가 드린 답변이 도움되셨길 바래요나중에 다시 가능합니다.
290,강남부동산전문변호사 계시면 전세사기 상담받고싶어요....,122,2024.08.30,강남부동산전문변호사 계시면 전세사기 상담받고싶어요. 계약만료일 지났는데도 주인이 이상한 핑계를 대면서 보증금을 안 돌려줘요. 3달 전에 방 뺄거라고 말씀드렸는데 그땐 알겠다고 했거든요.방 내놓을 거라고 하면서.. 암튼 그런데 한 달 전부터 연락이 잘 안 되더니 이젠 아예 연락 두절 상태예요. 그러더니 저번주에 통보식으로 새 세입자 구할 때까지 그냥 있으래요. 저는 계속 기다리기만 해야 되나요? 기다려서 돈 받을 수 있으면 좋은데 이렇게 계속 안 줄까봐 무서워요. 대출금도 같이 껴있는데 진짜 미치겠어요. 전세사기변호사 아시면 답변 부탁드려요. ㅠㅠ,"안녕하세요. 서울지방변호사회 소속으로 지식iN 법률상담을 진행하고 있는 고영남 변호사입니다.전세사기의 경우에는 형사고소 및 보증금반환청구소송이 가능합니다. 소송의 경우 시간이 장기로 진행되므로 부담을 갖는 분들이 많으나 임차권등기설정보다 더욱 회수의 가능성이 높은 확실한 방법이므로 변호사를 통해 소송을 청구하는 것이 좋습니다. 본안 소송을 진행하며 상대측 재산에 가압류와 같은 보전처분을 설정하여 재산은닉을 방어할 수 있으며 판결문을 얻은 후 강제집행이 가능하다는 이점이 있습니다. 사건에 따라 형사고소를 통해 사기죄가 성립될 수 있으므로 민, 형사 절차에 능한 변호사의 자문을 얻어 대응하시길 바랍니다."
291,강남부동산전문변호사 계시면 전세사기 상담받고싶어요....,122,2024.08.30,강남부동산전문변호사 계시면 전세사기 상담받고싶어요. 계약만료일 지났는데도 주인이 이상한 핑계를 대면서 보증금을 안 돌려줘요. 3달 전에 방 뺄거라고 말씀드렸는데 그땐 알겠다고 했거든요.방 내놓을 거라고 하면서.. 암튼 그런데 한 달 전부터 연락이 잘 안 되더니 이젠 아예 연락 두절 상태예요. 그러더니 저번주에 통보식으로 새 세입자 구할 때까지 그냥 있으래요. 저는 계속 기다리기만 해야 되나요? 기다려서 돈 받을 수 있으면 좋은데 이렇게 계속 안 줄까봐 무서워요. 대출금도 같이 껴있는데 진짜 미치겠어요. 전세사기변호사 아시면 답변 부탁드려요. ㅠㅠ,안녕하세요. 로시컴-네이버 지식iN 상담변호사 임선준 입니다.
292,강남부동산전문변호사 계시면 전세사기 상담받고싶어요....,122,2024.08.30,강남부동산전문변호사 계시면 전세사기 상담받고싶어요. 계약만료일 지났는데도 주인이 이상한 핑계를 대면서 보증금을 안 돌려줘요. 3달 전에 방 뺄거라고 말씀드렸는데 그땐 알겠다고 했거든요.방 내놓을 거라고 하면서.. 암튼 그런데 한 달 전부터 연락이 잘 안 되더니 이젠 아예 연락 두절 상태예요. 그러더니 저번주에 통보식으로 새 세입자 구할 때까지 그냥 있으래요. 저는 계속 기다리기만 해야 되나요? 기다려서 돈 받을 수 있으면 좋은데 이렇게 계속 안 줄까봐 무서워요. 대출금도 같이 껴있는데 진짜 미치겠어요. 전세사기변호사 아시면 답변 부탁드려요. ㅠㅠ,신고하고 소송준비할거라고 강력하게 대응하세요그래야 정신차리고 돌려줍니다
